control_number,sequence_number,violator_id,status_description,gdate_happened,gdate_paid,original_fine,actual_fine,is_discounted,violation_type_description,registry_location,vehicle_make,vehicle_model,district,city,region,person_type
100925051,10,1981048146,Issued to violator but un-paid,2026-01-27 08:00:55+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,جي إم سي,يوكون,الفيصلية,نجران,منطقة نجران,Saudi
102218740,8,2210938930,Issued to violator but un-paid,2026-01-27 08:00:34+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,جيب,شيروكي,السوق,سكاكا,منطقة الجوف,Alien
102253799,8,2449819502,Issued to violator but un-paid,2026-01-27 07:59:40+00:00,,150,150,False,عدم ربط حزام,مرور مكه المكرمه,مازدا,مازدا 3,الوادي,دومة الجندل,منطقة الجوف,Alien
102218740,3,1817106640,Issued to violator but un-paid,2026-01-27 07:57:49+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور المدينة المنورة,بي إم دبليو,بي إم دبليو X5,الياسمين,سكاكا,منطقة الجوف,Saudi
103163980,7,1485805053,Issued to violator but un-paid,2026-01-27 07:57:45+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور حفرالباطن,لكزس,لكزس LX,البجيري,الدرعية,منطقة الرياض,Saudi
102218740,2,2822056126,Issued to violator but un-paid,2026-01-27 07:52:14+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,كيا,سيراتو,السلام,الخرج,منطقة الرياض,Alien
103163980,10,2326342907,Issued to violator but un-paid,2026-01-27 07:51:22+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,هيونداي,أكسنت,النزهة,مكة المكرمة,منطقة مكة المكرمة,Alien
103163980,1,2679402972,Issued to violator but un-paid,2026-01-27 07:41:44+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,لكزس,لكزس LX,الروضة,جدة,منطقة مكة المكرمة,Alien
100925051,4,2021548716,Issued to violator but un-paid,2026-01-27 07:40:49+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,شيفروليه,سبارك,النزهة,مكة المكرمة,منطقة مكة المكرمة,Alien
102218740,6,1364741925,Issued to violator but un-paid,2026-01-27 07:40:25+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,بي إم دبليو,بي إم دبليو 3 Series,حي جرول,مكة المكرمة,منطقة مكة المكرمة,Saudi
101571189,4,1067085401,Issued to violator but un-paid,2026-01-27 07:38:35+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور مكه المكرمه,هيونداي,توسان,المطار,نجران,منطقة نجران,Saudi
100925051,8,2491657854,Issued to violator but un-paid,2026-01-27 07:36:25+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,هيونداي,أكسنت,الروضة,جازان,منطقة جازان,Alien
103163980,3,2434509172,Issued to violator but un-paid,2026-01-27 07:34:53+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,هيونداي,أكسنت,الحمراء,جدة,منطقة مكة المكرمة,Alien
100925051,1,1906098049,Issued to violator but un-paid,2026-01-27 07:33:48+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,جيب,شيروكي,الزهراء,الباحة,منطقة الباحة,Saudi
102253799,10,2527050743,Issued to violator but un-paid,2026-01-27 07:32:53+00:00,,150,150,False,عدم ربط حزام,مرور الحاير,نيسان,صني,الروضة,جازان,منطقة جازان,Alien
101571189,5,2022048421,Issued to violator but un-paid,2026-01-27 07:30:11+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور مكه المكرمه,ميتسوبيشي,لانسر,الحمراء,جدة,منطقة مكة المكرمة,Alien
100925051,1,2354898739,Issued to violator but un-paid,2026-01-27 07:28:28+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور شمال رياض,تويوتا,كروزر,حى الصناعية الجديدة,عرعر,الحدود الشمالية,Alien
102253799,6,2841695844,Issued to violator but un-paid,2026-01-27 07:26:12+00:00,,150,150,True,عدم ربط حزام,مرور الخرج,فورد,رينجر,الحشو,بلجرشي,منطقة الباحة,Alien
103163980,2,1416953489,Issued to violator but un-paid,2026-01-27 07:25:41+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور المدينة المنورة,ميتسوبيشي,باجيرو,حى الصناعية الجديدة,عرعر,الحدود الشمالية,Saudi
103163980,5,2782566805,Issued to violator but un-paid,2026-01-27 07:24:22+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور الخرج,فورد,رينجر,الاحد,بلجرشي,منطقة الباحة,Alien
102218740,9,1184383237,Issued to violator but un-paid,2026-01-27 07:24:02+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور شمال رياض,تويوتا,كورولا,الصفا,جازان,منطقة جازان,Saudi
102253799,10,1094063555,Issued to violator but un-paid,2026-01-27 07:20:32+00:00,,150,150,True,عدم ربط حزام,مرور الناصرية,لكزس,لكزس LX,النعيم,جدة,منطقة مكة المكرمة,Saudi
102253799,1,1784235689,Issued to violator but un-paid,2026-01-27 07:18:49+00:00,,150,150,False,عدم ربط حزام,مرور الناصرية,نيسان,نافارا,الاحد,بلجرشي,منطقة الباحة,Saudi
102253799,6,1556158292,Issued to violator but un-paid,2026-01-27 07:14:42+00:00,,150,150,True,عدم ربط حزام,مرور المدينة المنورة,شيفروليه,سبارك,الخالدية,صبيا,منطقة جازان,Saudi
101571189,3,1360765088,Issued to violator but un-paid,2026-01-27 07:13:43+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور مكه المكرمه,ميتسوبيشي,باجيرو,الصفا,جازان,منطقة جازان,Saudi
101571189,5,1578656039,Issued to violator but un-paid,2026-01-27 07:13:25+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,جيب,شيروكي,الوادي,دومة الجندل,منطقة الجوف,Saudi
102253799,10,2072166036,Issued to violator but un-paid,2026-01-27 07:10:00+00:00,,150,150,False,عدم ربط حزام,مرور حفرالباطن,بي إم دبليو,بي إم دبليو 3 Series,أبحر الشمالية,جدة,منطقة مكة المكرمة,Alien
102253799,4,1583127487,Issued to violator but un-paid,2026-01-27 07:08:41+00:00,,150,150,True,عدم ربط حزام,مرور شمال رياض,هيونداي,كريتا,الخالدية,صبيا,منطقة جازان,Saudi
101571189,8,2108141869,Issued to violator but un-paid,2026-01-27 07:04:33+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور الخرج,جيب,شيروكي,الاحد,بلجرشي,منطقة الباحة,Alien
101571189,8,2273539336,Issued to violator but un-paid,2026-01-27 07:02:25+00:00,,1200,1200,False,دخول أو خروج الشاحنات في أوقات المنع,مرور المدينة المنورة,تويوتا,كورولا,الوادي,دومة الجندل,منطقة الجوف,Alien
101571189,7,2048457791,Issued to violator but un-paid,2026-01-27 07:02:07+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور شمال رياض,بي إم دبليو,بي إم دبليو 3 Series,الوادي,دومة الجندل,منطقة الجوف,Alien
100925051,8,1487297384,Issued to violator but un-paid,2026-01-27 06:45:11+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الخرج,كيا,سيراتو,المطار,نجران,منطقة نجران,Saudi
101571189,2,2695141972,Issued to violator but un-paid,2026-01-27 06:41:49+00:00,,1200,1200,True,دخول أو خروج الشاحنات في أوقات المنع,مرور الناصرية,شيفروليه,تاهو,الصناعية,نجران,منطقة نجران,Alien
102253799,4,2101605061,Issued to violator but un-paid,2026-01-27 06:38:29+00:00,,150,150,False,عدم ربط حزام,مرور مكه المكرمه,جيب,رانجلر,الملز,الرياض,منطقة الرياض,Alien
103163980,8,1150400008,Issued to violator but un-paid,2026-01-27 06:38:21+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور شمال رياض,جيب,رانجلر,البستان,سكاكا,منطقة الجوف,Saudi
103163980,7,1811133552,Issued to violator but un-paid,2026-01-27 06:37:21+00:00,,300,300,False,عدم امتلاك لوحة أمامية أو خلفية,مرور حفرالباطن,ميتسوبيشي,لانسر,الروضة,الرياض,منطقة الرياض,Saudi
102218740,8,1300677551,Issued to violator but un-paid,2026-01-27 06:36:46+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,جيب,رانجلر,الحشو,بلجرشي,منطقة الباحة,Saudi
102253799,3,1185782843,Issued to violator but un-paid,2026-01-27 06:36:05+00:00,,150,150,True,عدم ربط حزام,مرور حفرالباطن,نيسان,باترول,البستان,سكاكا,منطقة الجوف,Saudi
102218740,4,1502739825,Issued to violator but un-paid,2026-01-27 06:35:53+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الناصرية,تويوتا,راش,الوادي,دومة الجندل,منطقة الجوف,Saudi
103163980,4,2872339847,Issued to violator but un-paid,2026-01-27 06:34:32+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الحاير,هيونداي,كريتا,حي العزيزية,مكة المكرمة,منطقة مكة المكرمة,Alien
102218740,8,1353647937,Issued to violator but un-paid,2026-01-27 06:33:04+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور حفرالباطن,نيسان,باترول,الوادي,دومة الجندل,منطقة الجوف,Saudi
102218740,3,2820719028,Issued to violator but un-paid,2026-01-27 06:31:26+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,كيا,كارينز,العقله,الباحة,منطقة الباحة,Alien
100925051,10,2117567415,Issued to violator but un-paid,2026-01-27 06:21:11+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور المدينة المنورة,شيفروليه,تاهو,الشاطئ,جدة,منطقة مكة المكرمة,Alien
102218740,2,1920945501,Issued to violator but un-paid,2026-01-27 06:18:18+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,هيونداي,أكسنت,الروضة,جدة,منطقة مكة المكرمة,Saudi
100925051,2,1937294868,Issued to violator but un-paid,2026-01-27 06:11:44+00:00,,100,100,False,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الناصرية,مرسيدس بنز,مرسيدس بنز G-Class,النعيم,جدة,منطقة مكة المكرمة,Saudi
100925051,10,2403498303,Issued to violator but un-paid,2026-01-27 06:11:07+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور مكه المكرمه,تويوتا,كامري,الروضة,جدة,منطقة مكة المكرمة,Alien
103163980,9,1495922015,Issued to violator but un-paid,2026-01-27 06:09:57+00:00,,300,300,True,عدم امتلاك لوحة أمامية أو خلفية,مرور الناصرية,كيا,سيراتو,العقله,الباحة,منطقة الباحة,Saudi
102218740,4,2899596390,Issued to violator but un-paid,2026-01-27 06:07:29+00:00,,1000,1000,False,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الخرج,كيا,ريو,الرحاب 2,تبوك,منطقة تبوك,Alien
100925051,2,1818741307,Issued to violator but un-paid,2026-01-27 06:05:56+00:00,,100,100,True,وقوف المركبة في اماكن غير مخصصة للوقوف,مرور الحاير,نيسان,صني,البستان,سكاكا,منطقة الجوف,Saudi
102253799,5,2572462094,Issued to violator but un-paid,2026-01-27 06:05:08+00:00,,150,150,True,عدم ربط حزام,مرور شمال رياض,كيا,كارينز,الروضة,جازان,منطقة جازان,Alien
102218740,2,1899829097,Issued to violator but un-paid,2026-01-27 06:05:05+00:00,,1000,1000,True,تجاوز السرعة المحددة بمقدار لا يزيد على 25 كم/س,مرور الحاير,فورد,إكسبلورر,النجيل,ضبا,منطقة تبوك,Saudi
